y_true,y_pred,no toxic,toxic
0,0.0,0.95281,0.04719
0,0.0,0.96581,0.03419
1,1.0,0.00438,0.99562
0,0.0,0.99795,0.00205
1,1.0,0.04735,0.95265
1,0.0,0.85981,0.14019
1,1.0,0.01177,0.98823
0,0.0,0.97979,0.02021
1,1.0,0.03684,0.96316
0,1.0,0.19116,0.80884
1,1.0,0.00505,0.99495
0,0.0,0.99724,0.00276
1,1.0,0.01411,0.98589
1,1.0,0.0177,0.9823
1,1.0,0.00428,0.99572
1,1.0,0.04063,0.95937
1,1.0,0.01571,0.98429
1,1.0,0.00889,0.99111
1,1.0,0.01261,0.98739
1,0.0,0.89239,0.10761
1,1.0,0.00438,0.99562
0,0.0,0.99785,0.00215
1,1.0,0.00868,0.99132
0,0.0,0.92867,0.07133
1,1.0,0.01291,0.98709
1,1.0,0.00553,0.99447
0,0.0,0.998,0.002
0,0.0,0.99359,0.00641
1,1.0,0.23582,0.76418
0,0.0,0.99801,0.00199
1,1.0,0.02978,0.97022
1,1.0,0.08697,0.91303
1,1.0,0.00434,0.99566
1,1.0,0.0057,0.9943
0,0.0,0.99663,0.00337
1,1.0,0.10333,0.89667
0,0.0,0.99819,0.00181
1,1.0,0.03327,0.96673
0,0.0,0.9971,0.0029
1,1.0,0.00517,0.99483
1,1.0,0.01891,0.98109
1,1.0,0.0158,0.9842
0,0.0,0.84789,0.15211
0,1.0,0.01063,0.98937
1,1.0,0.01322,0.98678
1,1.0,0.0381,0.9619
1,1.0,0.01444,0.98556
1,1.0,0.42067,0.57933
0,1.0,0.01234,0.98766
1,1.0,0.00526,0.99474
1,1.0,0.06668,0.93332
1,1.0,0.0055,0.9945
1,1.0,0.01184,0.98816
1,1.0,0.01184,0.98816
1,1.0,0.01779,0.98221
1,1.0,0.00504,0.99496
0,0.0,0.98925,0.01075
0,1.0,0.00913,0.99087
0,0.0,0.93638,0.06362
0,0.0,0.9976,0.0024
0,1.0,0.26103,0.73897
1,0.0,0.99648,0.00352
1,1.0,0.0058,0.9942
1,1.0,0.00607,0.99393
1,1.0,0.00549,0.99451
0,0.0,0.9977,0.0023
1,1.0,0.0045,0.9955
1,1.0,0.01134,0.98866
1,1.0,0.018,0.982
1,1.0,0.00628,0.99372
1,1.0,0.07139,0.92861
1,1.0,0.04691,0.95309
1,1.0,0.03265,0.96735
1,1.0,0.25371,0.74629
1,1.0,0.00459,0.99541
0,1.0,0.03895,0.96105
0,1.0,0.05037,0.94963
1,1.0,0.00726,0.99274
0,1.0,0.24067,0.75933
0,0.0,0.98927,0.01073
1,1.0,0.13043,0.86957
0,0.0,0.99817,0.00183
1,1.0,0.00674,0.99326
1,1.0,0.00604,0.99396
0,0.0,0.5967,0.4033
0,1.0,0.00892,0.99108
1,1.0,0.009,0.991
1,1.0,0.00464,0.99536
1,1.0,0.0096,0.9904
1,1.0,0.0245,0.9755
0,0.0,0.99747,0.00253
1,1.0,0.00418,0.99582
1,1.0,0.00859,0.99141
1,1.0,0.07589,0.92411
0,0.0,0.52576,0.47424
0,0.0,0.99814,0.00186
1,1.0,0.01022,0.98978
1,1.0,0.006,0.994
1,1.0,0.00713,0.99287
1,1.0,0.039,0.961
0,0.0,0.99812,0.00188
0,0.0,0.97116,0.02884
1,1.0,0.03273,0.96727
0,1.0,0.01042,0.98958
1,1.0,0.25213,0.74787
0,1.0,0.0232,0.9768
1,1.0,0.12894,0.87106
0,0.0,0.94546,0.05454
1,1.0,0.05526,0.94474
1,1.0,0.01039,0.98961
0,1.0,0.21579,0.78421
1,1.0,0.00483,0.99517
0,0.0,0.58872,0.41128
0,0.0,0.99146,0.00854
1,1.0,0.01106,0.98894
0,0.0,0.96596,0.03404
0,0.0,0.97189,0.02811
1,1.0,0.01097,0.98903
0,1.0,0.0294,0.9706
0,0.0,0.99785,0.00215
1,1.0,0.0138,0.9862
1,1.0,0.00924,0.99076
1,1.0,0.00528,0.99472
1,1.0,0.00916,0.99084
1,1.0,0.00688,0.99312
1,0.0,0.68267,0.31733
1,1.0,0.02795,0.97205
0,0.0,0.99736,0.00264
1,0.0,0.97555,0.02445
0,0.0,0.96533,0.03467
0,1.0,0.04485,0.95515
1,1.0,0.01257,0.98743
1,1.0,0.00686,0.99314
1,1.0,0.03082,0.96918
1,1.0,0.10403,0.89597
1,1.0,0.02199,0.97801
0,0.0,0.57376,0.42624
1,1.0,0.0215,0.9785
0,0.0,0.985,0.015
0,1.0,0.23927,0.76073
1,1.0,0.00923,0.99077
1,1.0,0.0065,0.9935
0,0.0,0.98444,0.01556
1,1.0,0.23404,0.76596
1,1.0,0.00591,0.99409
1,1.0,0.00472,0.99528
1,1.0,0.00661,0.99339
1,1.0,0.00439,0.99561
1,1.0,0.01166,0.98834
1,1.0,0.01364,0.98636
1,1.0,0.02599,0.97401
0,1.0,0.03275,0.96725
1,1.0,0.00772,0.99228
1,1.0,0.00468,0.99532
1,1.0,0.1894,0.8106
1,1.0,0.00489,0.99511
1,1.0,0.02696,0.97304
1,1.0,0.00611,0.99389
0,0.0,0.9569,0.0431
1,1.0,0.01816,0.98184
0,0.0,0.99672,0.00328
1,1.0,0.01617,0.98383
1,1.0,0.00482,0.99518
1,1.0,0.16453,0.83547
1,1.0,0.01023,0.98977
1,1.0,0.00961,0.99039
0,1.0,0.1786,0.8214
1,1.0,0.01268,0.98732
1,1.0,0.03572,0.96428
1,1.0,0.00509,0.99491
0,0.0,0.91638,0.08362
1,1.0,0.00929,0.99071
0,1.0,0.30884,0.69116
0,0.0,0.99086,0.00914
0,0.0,0.88659,0.11341
0,0.0,0.9982,0.0018
1,1.0,0.01029,0.98971
1,1.0,0.02394,0.97606
0,1.0,0.1108,0.8892
0,1.0,0.42459,0.57541
0,0.0,0.99039,0.00961
1,1.0,0.00685,0.99315
1,1.0,0.06589,0.93411
1,1.0,0.00967,0.99033
1,1.0,0.00511,0.99489
1,1.0,0.00566,0.99434
1,1.0,0.0118,0.9882
0,1.0,0.03294,0.96706
0,1.0,0.07663,0.92337
0,0.0,0.76547,0.23453
0,0.0,0.99619,0.00381
0,0.0,0.99825,0.00175
1,1.0,0.00812,0.99188
1,1.0,0.34456,0.65544
0,0.0,0.99808,0.00192
1,1.0,0.05085,0.94915
1,1.0,0.16077,0.83923
0,1.0,0.0074,0.9926
1,1.0,0.00748,0.99252
1,1.0,0.01438,0.98562
0,1.0,0.32157,0.67843
1,1.0,0.00414,0.99586
0,1.0,0.08673,0.91327
1,1.0,0.01095,0.98905
1,1.0,0.01255,0.98745
0,0.0,0.98649,0.01351
0,0.0,0.97894,0.02106
1,1.0,0.00593,0.99407
0,1.0,0.33345,0.66655
1,1.0,0.01554,0.98446
1,1.0,0.00581,0.99419
1,1.0,0.01007,0.98993
1,1.0,0.07209,0.92791
1,1.0,0.01046,0.98954
1,1.0,0.04161,0.95839
1,1.0,0.03707,0.96293
1,1.0,0.00801,0.99199
1,1.0,0.00522,0.99478
1,1.0,0.00469,0.99531
1,1.0,0.00861,0.99139
1,1.0,0.00579,0.99421
1,1.0,0.12259,0.87741
1,1.0,0.00662,0.99338
1,1.0,0.01645,0.98355
0,1.0,0.00532,0.99468
1,1.0,0.01247,0.98753
1,1.0,0.1367,0.8633
1,1.0,0.09444,0.90556
1,0.0,0.60068,0.39932
1,1.0,0.02098,0.97902
0,0.0,0.99756,0.00244
0,0.0,0.99277,0.00723
1,1.0,0.01224,0.98776
0,1.0,0.46476,0.53524
1,1.0,0.01008,0.98992
1,1.0,0.00508,0.99492
0,0.0,0.61082,0.38918
1,1.0,0.0056,0.9944
0,0.0,0.95489,0.04511
1,1.0,0.16221,0.83779
1,1.0,0.13132,0.86868
1,1.0,0.06584,0.93416
0,1.0,0.27974,0.72026
1,1.0,0.00478,0.99522
1,1.0,0.00709,0.99291
1,1.0,0.15413,0.84587
1,1.0,0.05671,0.94329
1,0.0,0.95963,0.04037
0,0.0,0.98134,0.01866
1,1.0,0.03302,0.96698
1,1.0,0.00383,0.99617
1,1.0,0.01099,0.98901
0,0.0,0.98993,0.01007
0,0.0,0.95514,0.04486
1,1.0,0.00702,0.99298
1,0.0,0.6239,0.3761
0,1.0,0.01669,0.98331
0,0.0,0.99801,0.00199
1,1.0,0.00709,0.99291
1,1.0,0.00502,0.99498
1,1.0,0.12107,0.87893
1,1.0,0.14264,0.85736
1,1.0,0.02511,0.97489
0,1.0,0.03836,0.96164
0,0.0,0.99338,0.00662
0,1.0,0.25477,0.74523
1,1.0,0.02851,0.97149
1,1.0,0.01245,0.98755
1,1.0,0.00951,0.99049
0,0.0,0.72296,0.27704
1,1.0,0.00701,0.99299
1,1.0,0.01537,0.98463
0,1.0,0.11543,0.88457
1,1.0,0.00405,0.99595
1,1.0,0.00596,0.99404
0,0.0,0.94098,0.05902
0,1.0,0.02814,0.97186
0,1.0,0.45613,0.54387
0,1.0,0.0936,0.9064
1,1.0,0.00423,0.99577
0,1.0,0.42052,0.57948
1,1.0,0.02082,0.97918
1,1.0,0.00518,0.99482
0,0.0,0.78691,0.21309
1,1.0,0.00416,0.99584
1,1.0,0.0159,0.9841
1,1.0,0.04528,0.95472
1,1.0,0.01418,0.98582
1,1.0,0.01328,0.98672
1,1.0,0.00722,0.99278
0,0.0,0.97311,0.02689
1,1.0,0.05823,0.94177
0,0.0,0.85951,0.14049
1,1.0,0.00764,0.99236
0,0.0,0.99665,0.00335
0,1.0,0.37497,0.62503
0,1.0,0.03549,0.96451
0,0.0,0.98363,0.01637
1,1.0,0.01127,0.98873
0,1.0,0.06671,0.93329
1,1.0,0.00478,0.99522
1,0.0,0.98968,0.01032
1,1.0,0.00423,0.99577
1,1.0,0.00652,0.99348
1,1.0,0.00632,0.99368
0,1.0,0.40186,0.59814
1,1.0,0.00558,0.99442
1,1.0,0.01133,0.98867
0,0.0,0.99743,0.00257
1,1.0,0.01017,0.98983
1,1.0,0.24458,0.75542
0,0.0,0.9864,0.0136
0,0.0,0.98269,0.01731
1,1.0,0.02223,0.97777
1,1.0,0.08137,0.91863
0,0.0,0.99519,0.00481
1,1.0,0.00735,0.99265
0,0.0,0.83651,0.16349
1,1.0,0.00525,0.99475
1,1.0,0.01108,0.98892
1,1.0,0.04328,0.95672
1,1.0,0.24964,0.75036
0,0.0,0.91197,0.08803
0,0.0,0.99774,0.00226
1,1.0,0.03722,0.96278
1,1.0,0.48519,0.51481
0,1.0,0.49976,0.50024
1,1.0,0.00592,0.99408
0,0.0,0.99753,0.00247
1,1.0,0.00512,0.99488
0,0.0,0.68159,0.31841
1,1.0,0.00498,0.99502
0,0.0,0.98303,0.01697
1,1.0,0.05559,0.94441
0,1.0,0.01675,0.98325
1,1.0,0.04365,0.95635
1,1.0,0.16128,0.83872
1,1.0,0.01022,0.98978
0,1.0,0.00512,0.99488
1,1.0,0.00546,0.99454
1,1.0,0.02999,0.97001
0,0.0,0.88285,0.11715
0,0.0,0.99539,0.00461
1,1.0,0.00509,0.99491
1,1.0,0.00743,0.99257
1,1.0,0.04531,0.95469
1,1.0,0.00476,0.99524
0,1.0,0.01814,0.98186
0,0.0,0.94954,0.05046
1,1.0,0.06789,0.93211
1,1.0,0.00561,0.99439
1,1.0,0.00842,0.99158
0,0.0,0.99672,0.00328
0,1.0,0.05743,0.94257
1,1.0,0.00565,0.99435
1,1.0,0.01453,0.98547
0,0.0,0.94615,0.05385
0,1.0,0.03353,0.96647
1,1.0,0.03711,0.96289
1,1.0,0.00819,0.99181
0,1.0,0.26762,0.73238
1,1.0,0.05794,0.94206
0,0.0,0.75477,0.24523
1,1.0,0.19282,0.80718
0,0.0,0.91695,0.08305
1,1.0,0.05398,0.94602
1,1.0,0.0099,0.9901
0,0.0,0.5983,0.4017
0,1.0,0.05348,0.94652
1,1.0,0.02438,0.97562
1,1.0,0.02281,0.97719
0,0.0,0.99755,0.00245
0,1.0,0.13586,0.86414
0,0.0,0.89574,0.10426
0,0.0,0.53764,0.46236
1,1.0,0.00429,0.99571
0,0.0,0.99551,0.00449
1,1.0,0.21981,0.78019
1,1.0,0.00511,0.99489
1,1.0,0.05676,0.94324
1,1.0,0.00447,0.99553
0,0.0,0.99812,0.00188
0,0.0,0.99792,0.00208
1,1.0,0.02311,0.97689
0,0.0,0.65627,0.34373
0,0.0,0.99749,0.00251
0,0.0,0.98362,0.01638
1,1.0,0.0129,0.9871
0,1.0,0.0062,0.9938
1,1.0,0.015,0.985
0,0.0,0.95147,0.04853
0,0.0,0.99487,0.00513
0,1.0,0.41971,0.58029
0,0.0,0.64661,0.35339
1,1.0,0.12093,0.87907
1,1.0,0.0041,0.9959
1,1.0,0.02336,0.97664
1,1.0,0.0125,0.9875
1,1.0,0.00591,0.99409
1,1.0,0.00444,0.99556
1,1.0,0.0377,0.9623
1,1.0,0.01423,0.98577
1,1.0,0.00403,0.99597
1,1.0,0.18793,0.81207
1,1.0,0.01376,0.98624
1,1.0,0.00593,0.99407
1,1.0,0.00866,0.99134
0,1.0,0.36417,0.63583
1,1.0,0.01783,0.98217
1,1.0,0.04633,0.95367
0,1.0,0.20374,0.79626
1,1.0,0.00736,0.99264
0,1.0,0.00852,0.99148
1,1.0,0.00424,0.99576
0,1.0,0.00918,0.99082
1,1.0,0.0043,0.9957
1,0.0,0.97238,0.02762
0,0.0,0.99793,0.00207
0,0.0,0.99577,0.00423
1,1.0,0.01447,0.98553
0,0.0,0.92384,0.07616
1,1.0,0.0041,0.9959
1,1.0,0.00651,0.99349
0,1.0,0.13702,0.86298
0,1.0,0.18341,0.81659
1,1.0,0.0628,0.9372
0,0.0,0.976,0.024
0,1.0,0.06828,0.93172
0,0.0,0.92525,0.07475
1,1.0,0.10963,0.89037
1,1.0,0.00471,0.99529
1,1.0,0.14402,0.85598
0,0.0,0.9981,0.0019
1,1.0,0.00442,0.99558
0,1.0,0.24593,0.75407
1,1.0,0.04173,0.95827
1,1.0,0.09113,0.90887
1,1.0,0.01356,0.98644
0,0.0,0.59201,0.40799
0,0.0,0.96343,0.03657
1,1.0,0.01547,0.98453
1,1.0,0.00623,0.99377
1,1.0,0.01216,0.98784
0,1.0,0.00387,0.99613
1,1.0,0.04717,0.95283
1,1.0,0.00446,0.99554
1,1.0,0.01456,0.98544
1,1.0,0.36642,0.63358
1,1.0,0.00558,0.99442
0,0.0,0.97228,0.02772
0,0.0,0.99725,0.00275
1,1.0,0.01633,0.98367
0,1.0,0.00918,0.99082
0,0.0,0.56998,0.43002
1,1.0,0.01749,0.98251
0,0.0,0.99768,0.00232
0,1.0,0.02673,0.97327
1,1.0,0.15222,0.84778
1,1.0,0.00527,0.99473
1,1.0,0.00826,0.99174
1,1.0,0.00528,0.99472
0,0.0,0.99782,0.00218
0,1.0,0.11633,0.88367
0,1.0,0.05857,0.94143
0,1.0,0.11798,0.88202
0,1.0,0.20466,0.79534
1,1.0,0.04566,0.95434
1,1.0,0.00509,0.99491
0,0.0,0.94401,0.05599
0,0.0,0.99154,0.00846
0,0.0,0.70832,0.29168
0,0.0,0.99756,0.00244
1,1.0,0.01263,0.98737
1,1.0,0.01231,0.98769
1,1.0,0.08466,0.91534
0,0.0,0.96783,0.03217
1,0.0,0.91458,0.08542
0,0.0,0.98154,0.01846
0,0.0,0.98806,0.01194
1,0.0,0.53972,0.46028
1,1.0,0.02315,0.97685
1,1.0,0.02052,0.97948
1,1.0,0.01173,0.98827
1,1.0,0.00827,0.99173
0,0.0,0.99748,0.00252
0,0.0,0.98133,0.01867
0,1.0,0.02052,0.97948
1,1.0,0.0158,0.9842
0,1.0,0.00738,0.99262
0,0.0,0.99252,0.00748
0,0.0,0.99774,0.00226
1,1.0,0.02866,0.97134
0,0.0,0.65795,0.34205
0,0.0,0.75998,0.24002
1,0.0,0.57614,0.42386
1,1.0,0.01132,0.98868
0,1.0,0.03593,0.96407
1,1.0,0.07985,0.92015
0,0.0,0.9941,0.0059
0,0.0,0.99265,0.00735
1,1.0,0.0483,0.9517
1,1.0,0.01149,0.98851
1,1.0,0.01285,0.98715
0,1.0,0.25698,0.74302
0,0.0,0.99101,0.00899
0,1.0,0.08892,0.91108
0,0.0,0.73715,0.26285
0,1.0,0.0041,0.9959
1,1.0,0.00538,0.99462
0,0.0,0.98909,0.01091
0,1.0,0.08416,0.91584
0,0.0,0.99806,0.00194
1,1.0,0.00714,0.99286
1,1.0,0.00448,0.99552
0,0.0,0.99206,0.00794
1,1.0,0.0075,0.9925
0,1.0,0.24956,0.75044
1,1.0,0.00454,0.99546
1,1.0,0.00809,0.99191
0,0.0,0.97177,0.02823
1,1.0,0.00915,0.99085
0,0.0,0.99345,0.00655
0,0.0,0.82743,0.17257
0,1.0,0.0393,0.9607
0,1.0,0.01004,0.98996
0,0.0,0.96525,0.03475
1,1.0,0.00412,0.99588
0,1.0,0.39972,0.60028
0,1.0,0.2105,0.7895
1,0.0,0.98657,0.01343
1,1.0,0.10975,0.89025
0,0.0,0.92684,0.07316
1,1.0,0.00481,0.99519
1,1.0,0.00386,0.99614
1,1.0,0.01364,0.98636
1,1.0,0.00523,0.99477
1,1.0,0.0068,0.9932
1,1.0,0.08942,0.91058
1,1.0,0.03884,0.96116
1,1.0,0.00546,0.99454
1,1.0,0.14635,0.85365
1,1.0,0.03104,0.96896
1,0.0,0.99766,0.00234
0,1.0,0.04205,0.95795
0,1.0,0.11235,0.88765
0,0.0,0.99723,0.00277
1,1.0,0.00371,0.99629
0,0.0,0.9927,0.0073
1,1.0,0.0046,0.9954
1,1.0,0.008,0.992
0,0.0,0.96954,0.03046
1,1.0,0.05268,0.94732
0,0.0,0.98858,0.01142
0,1.0,0.02793,0.97207
0,1.0,0.41496,0.58504
1,1.0,0.20134,0.79866
1,1.0,0.02797,0.97203
0,0.0,0.99476,0.00524
1,1.0,0.49963,0.50037
1,1.0,0.00502,0.99498
1,1.0,0.06543,0.93457
1,1.0,0.00544,0.99456
0,0.0,0.84721,0.15279
1,1.0,0.00997,0.99003
0,0.0,0.99733,0.00267
1,1.0,0.02555,0.97445
0,0.0,0.99777,0.00223
0,0.0,0.99677,0.00323
1,1.0,0.0053,0.9947
0,0.0,0.92694,0.07306
1,1.0,0.01451,0.98549
0,0.0,0.99803,0.00197
1,1.0,0.0079,0.9921
1,1.0,0.00673,0.99327
1,1.0,0.00506,0.99494
0,0.0,0.50563,0.49437
0,1.0,0.05469,0.94531
0,0.0,0.79511,0.20489
0,0.0,0.99778,0.00222
0,0.0,0.98939,0.01061
1,1.0,0.0063,0.9937
0,1.0,0.45964,0.54036
1,1.0,0.01241,0.98759
1,1.0,0.01081,0.98919
0,1.0,0.03535,0.96465
0,1.0,0.21329,0.78671
1,1.0,0.0069,0.9931
1,1.0,0.01516,0.98484
0,0.0,0.72356,0.27644
1,1.0,0.0046,0.9954
0,1.0,0.04122,0.95878
1,1.0,0.00569,0.99431
1,1.0,0.00578,0.99422
1,1.0,0.0112,0.9888
1,0.0,0.99577,0.00423
1,1.0,0.00805,0.99195
1,1.0,0.00792,0.99208
1,1.0,0.00763,0.99237
0,0.0,0.99071,0.00929
0,0.0,0.99628,0.00372
1,1.0,0.00976,0.99024
0,0.0,0.95416,0.04584
1,1.0,0.11817,0.88183
0,0.0,0.99805,0.00195
0,0.0,0.7579,0.2421
1,1.0,0.30338,0.69662
1,1.0,0.02277,0.97723
1,1.0,0.00536,0.99464
0,1.0,0.05747,0.94253
1,1.0,0.00428,0.99572
0,1.0,0.30662,0.69338
1,1.0,0.00547,0.99453
1,1.0,0.01555,0.98445
1,1.0,0.00533,0.99467
0,0.0,0.98202,0.01798
1,1.0,0.03431,0.96569
0,0.0,0.99221,0.00779
1,1.0,0.02205,0.97795
1,1.0,0.07415,0.92585
0,1.0,0.00962,0.99038
1,1.0,0.00626,0.99374
0,0.0,0.99645,0.00355
1,1.0,0.00448,0.99552
1,1.0,0.00458,0.99542
1,1.0,0.19426,0.80574
1,1.0,0.04563,0.95437
1,1.0,0.01186,0.98814
1,1.0,0.00498,0.99502
1,1.0,0.00588,0.99412
0,0.0,0.98958,0.01042
0,1.0,0.35638,0.64362
1,1.0,0.00421,0.99579
0,1.0,0.09007,0.90993
0,0.0,0.99741,0.00259
1,1.0,0.00488,0.99512
1,1.0,0.01013,0.98987
1,1.0,0.00943,0.99057
0,1.0,0.28547,0.71453
1,1.0,0.00559,0.99441
0,0.0,0.7234,0.2766
1,1.0,0.00582,0.99418
1,1.0,0.00837,0.99163
0,1.0,0.00528,0.99472
1,1.0,0.00638,0.99362
0,0.0,0.99305,0.00695
0,0.0,0.75929,0.24071
1,1.0,0.02458,0.97542
1,1.0,0.00627,0.99373
1,1.0,0.01912,0.98088
0,0.0,0.65743,0.34257
0,0.0,0.896,0.104
1,1.0,0.00961,0.99039
0,0.0,0.996,0.004
0,0.0,0.89761,0.10239
1,1.0,0.0059,0.9941
0,0.0,0.98967,0.01033
1,1.0,0.00403,0.99597
0,0.0,0.99719,0.00281
0,0.0,0.72347,0.27653
1,1.0,0.01312,0.98688
0,1.0,0.03209,0.96791
0,0.0,0.98853,0.01147
1,1.0,0.01068,0.98932
0,0.0,0.9738,0.0262
0,0.0,0.98908,0.01092
1,1.0,0.11834,0.88166
0,1.0,0.20216,0.79784
1,1.0,0.05112,0.94888
1,1.0,0.00491,0.99509
1,1.0,0.00562,0.99438
1,1.0,0.00467,0.99533
0,0.0,0.99494,0.00506
1,1.0,0.02681,0.97319
1,1.0,0.00748,0.99252
0,0.0,0.98327,0.01673
1,1.0,0.00507,0.99493
0,0.0,0.96282,0.03718
1,1.0,0.00679,0.99321
0,0.0,0.99672,0.00328
1,1.0,0.0064,0.9936
0,0.0,0.9593,0.0407
1,1.0,0.00472,0.99528
1,1.0,0.00505,0.99495
1,1.0,0.01121,0.98879
1,1.0,0.03767,0.96233
1,1.0,0.01002,0.98998
0,0.0,0.97523,0.02477
1,1.0,0.00437,0.99563
1,1.0,0.00995,0.99005
1,1.0,0.10503,0.89497
1,1.0,0.45614,0.54386
0,0.0,0.54459,0.45541
0,1.0,0.37094,0.62906
1,1.0,0.00686,0.99314
0,0.0,0.99263,0.00737
1,1.0,0.13557,0.86443
0,0.0,0.92266,0.07734
0,0.0,0.68333,0.31667
1,1.0,0.01132,0.98868
0,1.0,0.07081,0.92919
0,0.0,0.99111,0.00889
1,1.0,0.00472,0.99528
0,0.0,0.99523,0.00477
1,1.0,0.00829,0.99171
0,1.0,0.00428,0.99572
0,0.0,0.98924,0.01076
1,1.0,0.00487,0.99513
0,0.0,0.99267,0.00733
1,1.0,0.00892,0.99108
1,1.0,0.0049,0.9951
1,1.0,0.00525,0.99475
1,1.0,0.00631,0.99369
0,0.0,0.98605,0.01395
0,0.0,0.99789,0.00211
0,1.0,0.34917,0.65083
0,1.0,0.08826,0.91174
1,1.0,0.01521,0.98479
0,1.0,0.18875,0.81125
0,1.0,0.48507,0.51493
0,1.0,0.16006,0.83994
1,1.0,0.00774,0.99226
0,1.0,0.03595,0.96405
0,0.0,0.99825,0.00175
0,0.0,0.98635,0.01365
0,1.0,0.03496,0.96504
0,0.0,0.99664,0.00336
1,1.0,0.06718,0.93282
1,1.0,0.01046,0.98954
1,1.0,0.02143,0.97857
1,1.0,0.09698,0.90302
1,1.0,0.02378,0.97622
1,1.0,0.00674,0.99326
1,1.0,0.00645,0.99355
0,0.0,0.98846,0.01154
1,1.0,0.03011,0.96989
1,1.0,0.00495,0.99505
0,1.0,0.03523,0.96477
1,1.0,0.05644,0.94356
0,1.0,0.04561,0.95439
0,0.0,0.99799,0.00201
1,1.0,0.04187,0.95813
1,1.0,0.06305,0.93695
1,1.0,0.03378,0.96622
0,1.0,0.16195,0.83805
